employee_id,job_title,department,education_level,location,seniority_level,gender,years_experience,performance_score,salary
10795,Data Scientist,Data,Master,Tunis,Senior,M,7,3.7,12096
10796,Data Scientist,Engineering,Bachelor,Ariana,Junior,F,7,4.49,6815
10797,DevOps Engineer,IT,Bachelor,Ariana,Junior,F,12,4.12,9421
10798,Mobile Developer,IT,PhD,Sousse,Junior,F,0,4.92,5855
10799,ML Engineer,Data,Master,Sousse,Junior,M,9,4.61,8578
10800,Mobile Developer,R&D,Bachelor,Tunis,Junior,F,8,3.82,7223
10801,ML Engineer,IT,Master,Nabeul,Senior,M,1,3.02,9481
10802,Frontend Developer,Data,Bachelor,Tunis,Senior,M,18,2.51,12936
10803,DevOps Engineer,Engineering,Bachelor,Tunis,Junior,F,13,4.95,8357
10804,Data Scientist,Engineering,Bachelor,Sousse,Mid,F,9,4.85,8630
10805,QA Engineer,Data,PhD,Ariana,Mid,M,9,3.19,10185
10806,ML Engineer,Data,Bachelor,Sousse,Mid,M,7,4.1,9236
10807,Mobile Developer,IT,Master,Sousse,Mid,M,13,4.32,12166
10808,Data Scientist,Engineering,Bachelor,Sousse,Junior,M,12,3.95,8287
10809,ML Engineer,Data,Master,Tunis,Mid,F,5,4.61,8786
10810,ML Engineer,Engineering,Bachelor,Nabeul,Mid,M,12,2.69,9443
10811,ML Engineer,Data,Master,Tunis,Senior,F,2,4.74,9877
10812,QA Engineer,Engineering,Bachelor,Sfax,Senior,F,19,3.48,13627
10813,DevOps Engineer,R&D,Master,Sousse,Junior,M,12,3.7,8710
10814,QA Engineer,IT,PhD,Sousse,Junior,M,18,3.61,11166
10815,Backend Developer,Engineering,Master,Sfax,Senior,M,15,3.83,13537
10816,Data Scientist,R&D,Bachelor,Sousse,Mid,M,3,4.0,7223
10817,DevOps Engineer,Engineering,PhD,Sousse,Senior,M,2,4.28,10154
10818,DevOps Engineer,Engineering,Bachelor,Sousse,Junior,M,14,3.81,9417
10819,DevOps Engineer,R&D,Master,Sfax,Mid,F,14,4.21,11123
10820,Mobile Developer,Engineering,Master,Tunis,Mid,M,17,3.35,12347
10821,DevOps Engineer,Engineering,Bachelor,Sousse,Senior,F,6,4.84,10487
10822,QA Engineer,IT,Bachelor,Nabeul,Junior,M,19,2.66,8795
10823,DevOps Engineer,R&D,Bachelor,Sfax,Junior,F,4,3.86,5216
10824,Frontend Developer,R&D,Master,Ariana,Mid,F,7,2.72,8387
10825,Data Scientist,Data,Master,Sfax,Senior,M,9,3.61,11385
10826,DevOps Engineer,Engineering,Bachelor,Tunis,Senior,F,0,3.14,7649
10827,Data Scientist,IT,Bachelor,Sfax,Senior,F,10,4.84,11354
10828,Frontend Developer,Engineering,Bachelor,Ariana,Senior,F,2,2.53,8144
10829,Frontend Developer,Engineering,Bachelor,Nabeul,Junior,F,2,3.48,4752
10830,Data Scientist,Data,Bachelor,Ariana,Junior,M,14,4.46,9107
10831,ML Engineer,Engineering,Master,Sfax,Junior,M,16,2.97,8894
10832,Backend Developer,IT,Bachelor,Ariana,Junior,M,17,4.54,9656
10833,Mobile Developer,IT,Master,Sfax,Senior,M,7,4.65,11241
10834,ML Engineer,Data,Master,Nabeul,Senior,F,12,4.27,12086
10835,ML Engineer,Engineering,Bachelor,Nabeul,Junior,F,9,3.02,6295
10836,QA Engineer,IT,Master,Tunis,Mid,M,2,3.18,7908
10837,Mobile Developer,Engineering,Bachelor,Nabeul,Senior,F,19,2.92,13612
10838,Mobile Developer,Engineering,Bachelor,Sousse,Mid,F,13,2.96,8693
10839,ML Engineer,Engineering,Bachelor,Ariana,Junior,M,12,2.59,7384
10840,DevOps Engineer,Data,Bachelor,Ariana,Mid,M,2,4.64,7178
10841,QA Engineer,Engineering,Bachelor,Sfax,Junior,M,12,3.82,7491
10842,QA Engineer,IT,Bachelor,Nabeul,Mid,F,19,3.32,10982
10843,Frontend Developer,Engineering,Bachelor,Tunis,Mid,F,8,3.22,7584
10844,Mobile Developer,IT,Bachelor,Tunis,Junior,M,15,3.86,9139
10845,ML Engineer,Engineering,Bachelor,Tunis,Senior,M,7,3.32,9904
10846,Frontend Developer,IT,Bachelor,Sousse,Mid,F,11,4.66,9593
10847,Data Scientist,IT,Bachelor,Nabeul,Mid,F,11,3.03,9000
10848,Backend Developer,Engineering,Bachelor,Tunis,Senior,F,18,4.71,12714
10849,QA Engineer,Engineering,PhD,Sousse,Junior,F,16,4.16,10061
10850,Data Scientist,IT,Bachelor,Ariana,Junior,M,14,4.89,9487
10851,Data Scientist,R&D,Master,Sfax,Senior,M,17,2.54,12645
10852,DevOps Engineer,Data,Bachelor,Nabeul,Junior,M,6,2.65,4816
10853,Backend Developer,R&D,PhD,Nabeul,Senior,F,12,3.75,13523
10854,Data Scientist,R&D,Bachelor,Ariana,Junior,M,18,4.78,10540
10855,Data Scientist,Engineering,PhD,Nabeul,Junior,F,15,4.33,10889
10856,Backend Developer,Data,Master,Nabeul,Mid,M,10,4.06,9970
10857,Backend Developer,R&D,Bachelor,Nabeul,Junior,F,4,2.58,4147
10858,Data Scientist,Engineering,Master,Nabeul,Senior,M,1,3.39,9288
10859,Backend Developer,R&D,Bachelor,Sousse,Mid,M,0,3.36,5797
10860,Data Scientist,R&D,Bachelor,Sousse,Senior,F,15,3.86,12632
10861,Data Scientist,Engineering,Master,Sfax,Senior,M,4,3.14,9966
10862,DevOps Engineer,Engineering,PhD,Nabeul,Junior,F,6,3.17,7321
10863,ML Engineer,Engineering,Bachelor,Ariana,Senior,M,8,4.05,10770
10864,Data Scientist,Data,Bachelor,Tunis,Mid,M,3,4.86,9029
10865,Frontend Developer,R&D,Master,Sfax,Mid,F,18,4.15,12549
10866,QA Engineer,Engineering,Master,Tunis,Senior,F,19,4.17,14112
10867,Mobile Developer,IT,Master,Tunis,Mid,M,14,4.97,12021
10868,ML Engineer,R&D,Master,Nabeul,Mid,F,6,2.88,7729
10869,ML Engineer,IT,Bachelor,Ariana,Mid,M,17,2.58,10416
10870,ML Engineer,Data,PhD,Tunis,Junior,M,4,4.36,8343
10871,DevOps Engineer,Engineering,Bachelor,Tunis,Junior,M,12,3.6,8061
10872,Data Scientist,IT,Bachelor,Sfax,Mid,M,2,3.57,7404
10873,DevOps Engineer,Data,Bachelor,Ariana,Junior,M,5,3.06,5338
10874,Data Scientist,Engineering,Master,Ariana,Junior,M,11,3.77,9076
10875,DevOps Engineer,IT,Bachelor,Tunis,Junior,M,17,3.61,9346
10876,DevOps Engineer,IT,Master,Ariana,Mid,F,17,3.36,11621
10877,QA Engineer,Data,Bachelor,Sfax,Junior,M,3,3.61,5555
10878,Frontend Developer,Engineering,Bachelor,Sfax,Senior,F,19,3.46,13114
10879,DevOps Engineer,Engineering,Master,Sfax,Junior,F,13,4.85,9352
10880,QA Engineer,IT,Bachelor,Nabeul,Mid,M,13,4.95,11504
10881,Backend Developer,IT,Bachelor,Tunis,Mid,M,0,4.6,6277
10882,Frontend Developer,IT,Bachelor,Ariana,Mid,M,10,4.98,10305
10883,DevOps Engineer,Engineering,PhD,Sfax,Junior,F,8,3.16,7443
10884,Mobile Developer,Data,Bachelor,Tunis,Senior,M,17,4.61,13017
10885,ML Engineer,Data,Bachelor,Tunis,Senior,M,4,3.52,10325
10886,Backend Developer,Engineering,Bachelor,Nabeul,Senior,F,9,4.37,10248
10887,Backend Developer,R&D,Bachelor,Ariana,Senior,F,14,3.0,10461
10888,QA Engineer,Data,Bachelor,Ariana,Mid,M,9,4.53,9989
10889,Backend Developer,IT,Bachelor,Sfax,Mid,M,15,2.71,9943
10890,Frontend Developer,R&D,Bachelor,Sfax,Mid,F,3,3.18,7326
10891,DevOps Engineer,R&D,PhD,Tunis,Mid,F,3,4.55,7816
10892,DevOps Engineer,Data,Bachelor,Ariana,Senior,M,7,4.37,11490
10893,Mobile Developer,R&D,Bachelor,Ariana,Mid,M,5,3.75,8434
10894,ML Engineer,R&D,Bachelor,Sfax,Senior,F,10,4.18,10794
10895,QA Engineer,Data,Bachelor,Sousse,Junior,F,12,2.96,6421
10896,ML Engineer,Data,Master,Tunis,Senior,F,18,4.17,13267
10897,Backend Developer,R&D,Bachelor,Ariana,Mid,M,10,2.52,8340
10898,Mobile Developer,IT,Bachelor,Nabeul,Mid,F,1,4.58,7255
10899,ML Engineer,Engineering,Master,Nabeul,Junior,M,2,3.79,5713
10900,Frontend Developer,R&D,Bachelor,Sousse,Senior,M,14,4.86,11767
10901,DevOps Engineer,R&D,Bachelor,Sfax,Senior,F,12,3.7,11308
10902,Backend Developer,IT,Bachelor,Sfax,Junior,M,9,3.58,7687
10903,Mobile Developer,R&D,Bachelor,Sfax,Mid,F,4,3.63,8315
10904,ML Engineer,R&D,Bachelor,Nabeul,Junior,M,10,3.4,6857
10905,QA Engineer,Engineering,Bachelor,Sfax,Senior,F,13,2.92,10585
10906,Frontend Developer,Engineering,Master,Nabeul,Mid,M,19,4.61,11658
10907,Frontend Developer,Engineering,Master,Sousse,Junior,F,14,3.47,8154
10908,ML Engineer,Data,Bachelor,Tunis,Junior,M,12,3.82,7627
10909,DevOps Engineer,Data,Bachelor,Ariana,Mid,F,2,2.55,5615
10910,ML Engineer,Engineering,Bachelor,Sousse,Junior,F,8,2.65,5730
10911,Backend Developer,Engineering,Bachelor,Nabeul,Mid,M,7,3.99,8950
10912,ML Engineer,Data,Bachelor,Sousse,Senior,M,14,4.7,12960
10913,Frontend Developer,IT,PhD,Ariana,Senior,M,0,3.73,9494
10914,Mobile Developer,R&D,Master,Tunis,Junior,F,1,2.91,4988
10915,ML Engineer,R&D,PhD,Ariana,Senior,M,8,2.79,10795
10916,DevOps Engineer,Engineering,Master,Nabeul,Mid,M,16,4.75,12109
10917,Mobile Developer,IT,Bachelor,Ariana,Junior,M,8,4.25,6631
10918,QA Engineer,Data,Bachelor,Sousse,Junior,F,0,4.92,4636
10919,Data Scientist,Engineering,Bachelor,Sfax,Junior,M,7,2.71,7078
10920,ML Engineer,IT,Bachelor,Sousse,Senior,M,4,4.76,10010
10921,DevOps Engineer,IT,PhD,Nabeul,Junior,F,10,4.61,8838
10922,Mobile Developer,IT,Bachelor,Tunis,Junior,F,5,4.73,6540
10923,DevOps Engineer,Data,Master,Ariana,Senior,M,16,2.51,12663
10924,QA Engineer,Data,Bachelor,Tunis,Mid,F,17,4.35,12094
10925,Frontend Developer,R&D,Master,Nabeul,Senior,F,17,3.87,13664
10926,DevOps Engineer,R&D,PhD,Ariana,Mid,M,4,3.93,8701
10927,Mobile Developer,IT,Master,Sousse,Junior,M,4,3.67,7298
10928,DevOps Engineer,IT,Master,Sousse,Senior,F,18,4.36,14347
10929,DevOps Engineer,Data,Bachelor,Nabeul,Junior,M,12,5.0,9043
10930,DevOps Engineer,R&D,Master,Ariana,Mid,M,6,4.28,9747
10931,Backend Developer,IT,PhD,Sousse,Mid,M,13,4.2,12314
10932,Backend Developer,R&D,Master,Nabeul,Junior,F,7,4.14,7592
10933,Frontend Developer,R&D,Master,Nabeul,Senior,M,2,4.24,9811
10934,ML Engineer,IT,Master,Tunis,Mid,F,3,3.36,8041
10935,DevOps Engineer,Data,Master,Sousse,Junior,M,9,3.3,7748
10936,QA Engineer,IT,Bachelor,Ariana,Senior,F,3,4.46,9757
10937,ML Engineer,IT,Master,Sousse,Mid,F,17,2.63,11355
10938,QA Engineer,R&D,Bachelor,Sousse,Mid,M,11,4.4,10093
10939,ML Engineer,IT,Bachelor,Sousse,Mid,F,19,4.53,12227
10940,Frontend Developer,Data,Bachelor,Nabeul,Senior,M,19,3.8,13689
10941,DevOps Engineer,IT,Bachelor,Sfax,Junior,F,14,4.78,9486
10942,DevOps Engineer,Data,Bachelor,Sfax,Junior,M,12,3.68,8558
10943,Data Scientist,Data,Bachelor,Tunis,Mid,M,11,2.95,9238
10944,QA Engineer,R&D,Bachelor,Sousse,Junior,F,7,3.4,4500
10945,ML Engineer,Engineering,Bachelor,Sfax,Mid,F,8,4.76,9389
10946,ML Engineer,Engineering,Bachelor,Tunis,Junior,M,19,4.98,10967
10947,Backend Developer,R&D,Master,Nabeul,Junior,M,8,3.55,8906
10948,Data Scientist,IT,PhD,Sousse,Junior,M,16,2.92,9636
10949,Mobile Developer,R&D,Master,Ariana,Mid,F,0,3.22,6561
10950,Mobile Developer,Data,PhD,Nabeul,Senior,M,5,3.88,10460
10951,Backend Developer,Engineering,Master,Tunis,Junior,M,6,3.93,6977
10952,Backend Developer,R&D,Bachelor,Nabeul,Mid,M,8,4.08,9762
10953,Backend Developer,IT,Master,Ariana,Junior,F,9,4.59,7312
10954,QA Engineer,R&D,Master,Nabeul,Mid,M,3,4.28,7797
10955,QA Engineer,Engineering,Bachelor,Tunis,Junior,M,15,3.15,8922
10956,Frontend Developer,R&D,Bachelor,Ariana,Mid,M,11,3.49,9596
10957,Frontend Developer,R&D,Master,Ariana,Mid,M,8,4.6,9905
10958,Backend Developer,Engineering,Bachelor,Nabeul,Senior,F,2,4.08,7320
10959,Data Scientist,Data,Master,Ariana,Junior,F,8,2.92,7579
10960,ML Engineer,Data,Bachelor,Nabeul,Senior,F,16,3.31,11982
10961,QA Engineer,Engineering,Master,Sousse,Mid,M,13,4.48,10893
10962,Data Scientist,R&D,Bachelor,Ariana,Senior,F,4,2.93,8692
10963,DevOps Engineer,Engineering,Bachelor,Nabeul,Junior,M,0,4.23,5654
10964,QA Engineer,Data,Bachelor,Sousse,Junior,M,0,3.91,4717
10965,QA Engineer,IT,Master,Ariana,Senior,F,2,2.87,8413
10966,Frontend Developer,R&D,Master,Sousse,Junior,M,8,4.22,8078
10967,ML Engineer,Data,Master,Ariana,Junior,M,5,2.86,6664
10968,ML Engineer,R&D,Bachelor,Tunis,Junior,F,8,3.5,6703
10969,Mobile Developer,Engineering,Master,Tunis,Senior,M,3,3.27,9515
10970,Mobile Developer,IT,Bachelor,Nabeul,Junior,F,19,4.23,10561
10971,Mobile Developer,Engineering,Bachelor,Sfax,Senior,F,18,4.46,12854
10972,Mobile Developer,IT,Bachelor,Tunis,Mid,M,4,2.92,7139
10973,DevOps Engineer,R&D,Master,Sfax,Junior,M,4,4.53,7022
10974,DevOps Engineer,R&D,Bachelor,Sousse,Mid,M,13,2.52,8755
10975,QA Engineer,Engineering,Bachelor,Sousse,Junior,M,9,3.83,7508
10976,Backend Developer,IT,Master,Sfax,Mid,M,15,3.79,11631
10977,Frontend Developer,IT,Master,Nabeul,Mid,F,5,4.06,8437
10978,Frontend Developer,R&D,Bachelor,Ariana,Mid,M,19,3.1,11777
10979,Mobile Developer,Engineering,Bachelor,Sfax,Junior,M,13,2.52,7628
10980,QA Engineer,IT,Bachelor,Sfax,Mid,M,17,3.64,11967
10981,Data Scientist,R&D,Bachelor,Sfax,Senior,M,8,2.68,10149
10982,Backend Developer,Data,Master,Sfax,Mid,F,6,4.73,9368
10983,QA Engineer,Engineering,Bachelor,Sfax,Senior,M,17,2.93,12234
10984,Backend Developer,Data,Master,Nabeul,Junior,F,9,3.56,6633
10985,Backend Developer,Engineering,Master,Tunis,Senior,M,1,3.59,9655
10986,Backend Developer,R&D,Bachelor,Ariana,Junior,M,12,3.88,7249
10987,QA Engineer,IT,PhD,Tunis,Junior,M,5,4.46,7919
10988,Mobile Developer,IT,Bachelor,Sfax,Senior,M,8,3.68,10904
10989,Frontend Developer,IT,Bachelor,Tunis,Senior,F,19,2.56,12094
10990,Frontend Developer,Engineering,Bachelor,Nabeul,Mid,M,7,4.43,8665
10991,Mobile Developer,R&D,Bachelor,Sousse,Junior,F,9,2.71,5613
10992,Backend Developer,Data,Bachelor,Tunis,Junior,M,15,4.1,8694
10993,Data Scientist,R&D,Bachelor,Ariana,Mid,F,14,4.51,10102
10994,ML Engineer,Data,Master,Nabeul,Senior,M,12,3.21,11894
10995,QA Engineer,Engineering,PhD,Sousse,Junior,M,17,3.62,11015
10996,ML Engineer,Engineering,Master,Nabeul,Senior,M,5,2.54,9912
10997,Mobile Developer,Data,Bachelor,Sfax,Junior,M,19,4.51,11223
10998,Data Scientist,Data,Master,Sousse,Senior,F,8,4.26,10939
10999,QA Engineer,Data,Master,Ariana,Senior,M,17,3.08,13732
11000,Mobile Developer,R&D,Master,Sousse,Mid,M,6,3.48,8576
11001,Backend Developer,Data,Master,Ariana,Junior,M,4,4.24,7789
11002,Frontend Developer,Engineering,Master,Sfax,Senior,M,10,3.4,11731
11003,ML Engineer,Engineering,Bachelor,Ariana,Mid,F,12,2.91,8956
11004,DevOps Engineer,IT,Master,Nabeul,Mid,F,2,3.8,7154
11005,DevOps Engineer,Data,Bachelor,Tunis,Mid,F,0,4.31,6923
11006,Data Scientist,R&D,PhD,Nabeul,Junior,M,3,3.3,6919
11007,Backend Developer,R&D,Bachelor,Nabeul,Senior,F,18,2.8,12482
11008,ML Engineer,R&D,Bachelor,Sousse,Junior,F,17,4.57,9045
11009,Backend Developer,IT,Bachelor,Sfax,Senior,M,5,3.13,8930
11010,ML Engineer,Engineering,Master,Tunis,Junior,M,9,3.78,7218
11011,Data Scientist,R&D,Bachelor,Ariana,Mid,F,6,4.23,7851
11012,Data Scientist,Engineering,Bachelor,Sousse,Junior,M,11,3.29,7349
11013,DevOps Engineer,IT,PhD,Sfax,Junior,F,7,4.12,7353
11014,Backend Developer,Data,PhD,Tunis,Junior,M,12,3.65,9531
11015,QA Engineer,Data,Bachelor,Nabeul,Mid,M,17,3.93,11247
11016,DevOps Engineer,Data,Bachelor,Sfax,Mid,F,13,3.98,9566
11017,Backend Developer,R&D,Master,Sfax,Senior,F,10,4.56,11479
11018,DevOps Engineer,Data,PhD,Sfax,Junior,M,9,4.14,9079
11019,QA Engineer,R&D,Bachelor,Nabeul,Mid,F,5,3.16,6848
11020,Frontend Developer,IT,Master,Ariana,Senior,M,12,2.65,12639
11021,Frontend Developer,IT,Bachelor,Sousse,Junior,F,9,2.5,6103
11022,Frontend Developer,R&D,Master,Ariana,Mid,F,11,4.76,11057
11023,Frontend Developer,Engineering,Master,Tunis,Mid,F,0,4.86,7000
11024,Mobile Developer,Data,Bachelor,Sousse,Junior,M,17,2.74,8885
11025,ML Engineer,Data,Bachelor,Tunis,Junior,M,12,3.72,7629
11026,Mobile Developer,Data,PhD,Nabeul,Mid,F,3,2.88,8237
11027,Mobile Developer,R&D,Master,Ariana,Junior,M,5,4.87,7547
11028,Mobile Developer,IT,Bachelor,Sfax,Mid,M,17,3.12,11965
11029,Frontend Developer,Data,Master,Sousse,Senior,F,4,3.75,9593
11030,QA Engineer,IT,Master,Sfax,Mid,M,17,2.91,10780
11031,Data Scientist,Data,Bachelor,Tunis,Mid,M,4,3.33,7421
11032,Data Scientist,Data,Master,Sfax,Junior,M,6,3.17,7022
11033,ML Engineer,R&D,Master,Sfax,Senior,M,8,3.69,10956
11034,Frontend Developer,Engineering,PhD,Nabeul,Junior,M,2,3.55,6335
11035,Frontend Developer,R&D,Bachelor,Nabeul,Mid,F,11,3.33,8412
11036,Frontend Developer,Data,Bachelor,Ariana,Senior,M,19,2.76,13278
11037,DevOps Engineer,Data,Bachelor,Tunis,Mid,M,13,3.71,10476
11038,Backend Developer,Engineering,Master,Nabeul,Mid,F,7,4.63,10622
11039,DevOps Engineer,IT,Master,Nabeul,Mid,F,11,4.33,10278
11040,Backend Developer,IT,Master,Ariana,Junior,F,6,4.3,7221
11041,Frontend Developer,Data,Master,Sousse,Senior,M,8,3.42,11000
11042,Frontend Developer,IT,Bachelor,Ariana,Junior,F,11,4.27,9081
11043,DevOps Engineer,Data,PhD,Sfax,Mid,M,3,3.66,9161
11044,DevOps Engineer,Engineering,Bachelor,Sfax,Junior,M,4,2.88,5405
11045,Backend Developer,Engineering,Master,Nabeul,Senior,M,8,3.55,12243
11046,Data Scientist,Data,Bachelor,Nabeul,Junior,M,6,2.83,5906
11047,Backend Developer,Engineering,Master,Ariana,Mid,M,13,2.79,12245
11048,DevOps Engineer,R&D,Master,Ariana,Mid,F,19,2.56,12459
11049,QA Engineer,R&D,Master,Tunis,Mid,M,16,3.21,11534
11050,DevOps Engineer,Engineering,Bachelor,Sfax,Junior,F,0,3.33,4387
11051,QA Engineer,Data,Bachelor,Ariana,Mid,M,14,4.25,10820
11052,ML Engineer,Data,Master,Sousse,Junior,M,14,3.85,9914
11053,DevOps Engineer,Engineering,Master,Tunis,Mid,M,0,4.65,7567
11054,ML Engineer,IT,Bachelor,Ariana,Junior,F,14,2.94,8885
11055,Data Scientist,R&D,PhD,Nabeul,Mid,F,1,3.16,7291
11056,Backend Developer,IT,Bachelor,Ariana,Junior,F,3,4.85,5934
11057,QA Engineer,Data,Bachelor,Nabeul,Senior,F,16,3.61,12449
11058,Backend Developer,Data,Master,Nabeul,Mid,F,15,4.47,11400
11059,ML Engineer,IT,Master,Sfax,Junior,F,17,3.73,9266
11060,QA Engineer,Engineering,PhD,Sfax,Mid,F,15,3.68,11944
11061,Backend Developer,IT,Master,Ariana,Senior,M,7,2.87,10662
11062,DevOps Engineer,IT,Bachelor,Ariana,Junior,M,5,4.63,6482
11063,Frontend Developer,R&D,Bachelor,Sousse,Mid,M,19,2.7,11160
11064,ML Engineer,R&D,Bachelor,Tunis,Mid,M,1,3.28,6661
11065,Backend Developer,IT,Bachelor,Tunis,Junior,M,18,4.18,10661
11066,ML Engineer,IT,Master,Ariana,Senior,M,12,3.77,13020
11067,Mobile Developer,Data,Bachelor,Sfax,Junior,M,5,4.7,6925
11068,ML Engineer,R&D,Bachelor,Sousse,Junior,M,5,2.6,5315
11069,QA Engineer,R&D,Bachelor,Tunis,Senior,F,12,4.12,11255
11070,Mobile Developer,Data,Bachelor,Ariana,Mid,M,0,3.69,6407
11071,QA Engineer,Engineering,Bachelor,Sfax,Senior,M,8,2.89,9804
11072,Frontend Developer,R&D,Master,Sfax,Mid,F,11,4.36,9827
11073,Mobile Developer,R&D,Master,Sfax,Mid,M,11,3.53,9931
11074,DevOps Engineer,Engineering,Master,Nabeul,Senior,M,3,3.83,10247
11075,ML Engineer,R&D,Master,Sfax,Junior,M,18,4.92,10924
11076,Backend Developer,R&D,Bachelor,Ariana,Senior,M,15,3.72,12464
11077,Data Scientist,Engineering,Master,Sousse,Mid,M,11,4.56,10888
11078,ML Engineer,Engineering,Bachelor,Ariana,Junior,M,0,4.42,5360
11079,ML Engineer,IT,Bachelor,Sfax,Mid,M,3,4.16,7297
11080,Frontend Developer,Data,Master,Sousse,Junior,F,8,4.74,6292
11081,DevOps Engineer,Data,Bachelor,Tunis,Mid,M,6,3.13,7593
11082,Data Scientist,Engineering,Master,Tunis,Mid,F,9,4.55,9460
11083,Mobile Developer,Engineering,Bachelor,Ariana,Senior,M,12,3.44,10401
11084,Mobile Developer,R&D,Master,Sousse,Junior,M,7,4.53,7674
11085,Mobile Developer,IT,Bachelor,Ariana,Mid,F,19,3.73,11129
11086,QA Engineer,IT,Bachelor,Sousse,Junior,M,9,4.64,7758
11087,QA Engineer,Engineering,Master,Sousse,Mid,F,9,4.74,10289
11088,Backend Developer,R&D,Bachelor,Ariana,Mid,M,7,3.99,9591
11089,Data Scientist,R&D,Bachelor,Sousse,Mid,F,19,3.77,11540
11090,Mobile Developer,Data,Bachelor,Sfax,Senior,M,14,4.46,12588
11091,QA Engineer,Data,Master,Sousse,Senior,M,0,3.17,9742
11092,Backend Developer,R&D,Master,Sousse,Junior,F,14,2.54,7782
11093,DevOps Engineer,Data,Bachelor,Ariana,Junior,F,16,3.52,8114
11094,Backend Developer,Engineering,PhD,Tunis,Mid,M,12,3.77,11734
11095,QA Engineer,R&D,Master,Nabeul,Mid,F,11,3.24,10419
11096,Frontend Developer,Data,Master,Sousse,Junior,M,2,3.46,6679
11097,Frontend Developer,IT,Master,Nabeul,Mid,M,18,2.83,10994
11098,Mobile Developer,R&D,Bachelor,Sousse,Mid,M,4,3.19,6486
11099,Frontend Developer,R&D,Master,Ariana,Junior,F,2,3.1,5306
11100,Mobile Developer,IT,Bachelor,Ariana,Senior,F,4,3.25,9061
11101,Mobile Developer,Engineering,Bachelor,Sousse,Mid,M,8,3.25,8336
11102,QA Engineer,IT,PhD,Ariana,Junior,M,5,3.9,7156
11103,Frontend Developer,R&D,Master,Ariana,Junior,F,15,3.13,8384
11104,Mobile Developer,Engineering,Bachelor,Sousse,Senior,M,9,4.85,11905
11105,Data Scientist,Data,Bachelor,Tunis,Senior,M,15,3.78,13012
11106,DevOps Engineer,Data,Master,Sousse,Mid,M,2,2.82,7726
11107,Backend Developer,Data,Bachelor,Tunis,Junior,M,17,3.2,9194
11108,Backend Developer,R&D,Bachelor,Ariana,Senior,M,10,4.32,10942
11109,QA Engineer,IT,Bachelor,Tunis,Mid,M,18,2.53,9977
11110,Frontend Developer,Engineering,Bachelor,Ariana,Senior,F,14,4.84,11630
11111,Frontend Developer,Data,Master,Tunis,Senior,F,10,3.61,10366
11112,Mobile Developer,Engineering,Bachelor,Tunis,Junior,M,9,3.8,7159
11113,ML Engineer,R&D,Master,Sousse,Mid,M,8,4.97,10506
11114,Mobile Developer,Data,Bachelor,Tunis,Junior,M,2,3.76,5360
11115,DevOps Engineer,R&D,Master,Ariana,Junior,M,8,4.87,9126
11116,Data Scientist,IT,PhD,Sousse,Senior,F,17,4.79,14783
11117,Backend Developer,R&D,Master,Tunis,Senior,F,11,4.85,11525
11118,Mobile Developer,R&D,Master,Sousse,Mid,F,15,4.53,11523
11119,ML Engineer,IT,PhD,Nabeul,Mid,F,3,3.24,8168
11120,ML Engineer,Engineering,Bachelor,Sousse,Junior,M,0,3.37,4803
11121,Mobile Developer,IT,Master,Nabeul,Junior,M,12,3.41,9159
11122,QA Engineer,IT,Master,Nabeul,Junior,F,7,4.95,8018
11123,Backend Developer,R&D,Bachelor,Sousse,Mid,F,5,3.4,7126
11124,QA Engineer,Engineering,Bachelor,Ariana,Mid,M,7,2.77,8673
11125,Data Scientist,Data,PhD,Ariana,Junior,M,18,4.45,12105
11126,ML Engineer,IT,Master,Ariana,Senior,F,11,3.42,10265
11127,ML Engineer,Engineering,Bachelor,Sfax,Junior,M,0,4.05,5309
11128,DevOps Engineer,IT,Bachelor,Nabeul,Senior,F,3,4.81,8842
11129,Data Scientist,IT,Master,Sousse,Mid,F,12,3.94,9549
11130,ML Engineer,IT,Bachelor,Ariana,Junior,M,16,4.09,9555
11131,Data Scientist,IT,Master,Ariana,Senior,F,18,4.11,15062
11132,Backend Developer,R&D,Master,Sousse,Mid,F,18,4.03,12129
11133,Frontend Developer,Engineering,Master,Nabeul,Mid,F,4,2.9,7470
11134,ML Engineer,Engineering,Bachelor,Sousse,Mid,M,10,3.64,9350
11135,DevOps Engineer,Engineering,Master,Sfax,Junior,M,6,2.52,7761
11136,Backend Developer,IT,Master,Sfax,Mid,M,2,4.07,7964
11137,Mobile Developer,R&D,Master,Sousse,Senior,M,10,3.94,12458
11138,Data Scientist,IT,Bachelor,Nabeul,Junior,M,16,3.3,8795
11139,Mobile Developer,IT,Bachelor,Ariana,Junior,M,10,3.81,7305
11140,QA Engineer,Engineering,PhD,Sfax,Senior,F,14,3.73,13977
11141,Backend Developer,IT,Bachelor,Sfax,Junior,M,18,3.13,8910
11142,Mobile Developer,Data,Bachelor,Nabeul,Mid,M,7,3.23,8609
11143,ML Engineer,IT,Bachelor,Sfax,Mid,M,15,4.41,10954
11144,Data Scientist,Data,Master,Sfax,Mid,F,14,4.39,10855
11145,Frontend Developer,IT,Bachelor,Nabeul,Mid,F,2,3.67,6469
11146,Backend Developer,R&D,Bachelor,Sousse,Junior,M,5,4.29,5333
11147,ML Engineer,R&D,Bachelor,Ariana,Junior,F,2,3.63,4331
11148,DevOps Engineer,Engineering,Master,Ariana,Mid,M,4,4.63,9033
11149,QA Engineer,IT,Bachelor,Sfax,Mid,M,0,3.33,6207
